SAS_bin_center,SAS_relative_frequency,SAS_mean_R,V3_V4_bin_center,V3_V4_relative_frequency,V3_V4_mean_R
0.12459477789103054,0.11701930400808536,0.21913890429684366,0.12459477789103054,0.0,1.4033654244044997
0.1858823956632741,0.08838231785330031,,0.1858823956632741,0.0,
0.27731712036709183,0.06451763804669097,,0.27731712036709183,0.05837712901780259,
0.41372817998326794,0.029001255808134063,,0.41372817998326794,0.23642572794284497,
0.6172392338622436,0.01241287463570273,,0.6172392338622436,0.26195679990892473,
0.9208564711116785,0.008222710886182871,,0.9208564711116785,0.14913791715559965,
1.3738216786418767,0.006264167164845458,,1.3738216786418767,0.07138814135091376,
2.0495984596034704,0.006019361355315778,,2.0495984596034704,0.05278107963220635,
3.0577868371983845,0.0070866272171368205,,3.0577868371983845,0.09702632575614722,
4.561898599178605,0.0056282293364918745,,4.561898599178605,0.04226935465523607,
6.805876255342628,0.003039447981664889,,6.805876255342628,0.012926719564149591,
10.153656552422442,0.0014288523336232206,,10.153656552422442,0.007715678426822747,
15.148195106195178,0.0007447387995523913,,15.148195106195178,0.008772175993765008,
22.599524987932497,0.0003991165635713889,,22.599524987932497,0.0012229505954981512,
33.71613093835239,5.9408881500244703e-05,,33.71613093835239,0.0,
50.300945973826,7.680081995919963e-07,,50.300945973826,0.0,
75.04375785252554,0.0,,75.04375785252554,0.0,
111.95744898234847,0.0,,111.95744898234847,0.0,
167.02882080169337,0.0,,167.02882080169337,0.0,
