SAS_bin_center,SAS_relative_frequency,SAS_mean_R,V3_V4_bin_center,V3_V4_relative_frequency,V3_V4_mean_R
0.12459477789103054,0.0719808947357981,0.8765556171873053,0.12459477789103054,0.0,5.613461697615597
0.1858823956632741,0.09738917482814713,,0.1858823956632741,0.0,
0.27731712036709183,0.1091810149728944,,0.27731712036709183,0.0,
0.41372817998326794,0.12947427164230452,,0.41372817998326794,0.0,
0.6172392338622436,0.09268322777392712,,0.6172392338622436,0.0,
0.9208564711116785,0.07647556406065548,,0.9208564711116785,0.0,
1.3738216786418767,0.04898886958830284,,1.3738216786418767,0.11864632401760318,
2.0495984596034704,0.016602094189089978,,2.0495984596034704,0.32695881477263433,
3.0577868371983845,0.009942318335147249,,3.0577868371983845,0.21278597270364435,
4.561898599178605,0.006665242846011221,,4.561898599178605,0.08899797233316376,
6.805876255342628,0.006004315928829884,,6.805876255342628,0.059141491778983424,
10.153656552422442,0.006550175813686221,,10.153656552422442,0.07335742829161451,
15.148195106195178,0.0068367145145215025,,15.148195106195178,0.07839463195964802,
22.599524987932497,0.004100087919468587,,22.599524987932497,0.018965175683152702,
33.71613093835239,0.002079458975910775,,33.71613093835239,0.00949151619865296,
50.300945973826,0.0009240323610528733,,50.300945973826,0.007322798849371703,
75.04375785252554,0.0005672660973347066,,75.04375785252554,0.0059378734114419185,
111.95744898234847,0.00021598943998435427,,111.95744898234847,0.0,
167.02882080169337,9.024026068393809e-06,,167.02882080169337,0.0,
