Distance (m),2 h,4 h,6 h,8 h,10 h,12 h
0.0052104208416833666,2.5788277798153572e-08,1.8161710369336442e-06,3.745002464868529e-06,1.1808339745217399e-06,1.5789206889696771e-07,2.088048213752159e-08
0.0056112224448897794,2.4315395360083205e-08,1.8252089117504813e-06,3.845314916333077e-06,1.2555772852746057e-06,1.721737394191788e-07,2.275287058297224e-08
0.006012024048096192,2.288906657680171e-08,1.8290361723541437e-06,3.9035909981969935e-06,1.3249906399182373e-06,1.865574017210666e-07,2.4670685395015997e-08
0.006412825651302605,2.148425211054812e-08,1.8231046006290174e-06,3.926643932680091e-06,1.388022939170968e-06,2.0077607239122942e-07,2.6598687043187383e-08
0.006813627254509018,2.0044282679908686e-08,1.7969567674556217e-06,3.942909093813559e-06,1.4434430480518417e-06,2.1428187776504174e-07,2.8472876818002127e-08
0.007214428857715431,1.8592028120435076e-08,1.754634037177333e-06,3.955121992034745e-06,1.493000951370539e-06,2.2735746439546772e-07,3.0336285354643413e-08
0.007615230460921844,1.715452409946951e-08,1.7009398640859072e-06,3.964455978188911e-06,1.5385837097656761e-06,2.40328041006562e-07,3.2237287268940844e-08
0.008016032064128256,1.5758806284354198e-08,1.640677702473101e-06,3.972084403121324e-06,1.58207838387587e-06,2.5351881632237926e-07,3.422425717672402e-08
0.008416833667334669,1.4431910342431357e-08,1.57865100663067e-06,3.979180617677245e-06,1.6253720343397374e-06,2.67254999066974e-07,3.634556969382253e-08
0.008817635270541082,1.3200871941043204e-08,1.51966323085037e-06,3.986917972701937e-06,1.6703517217958946e-06,2.8186179796440097e-07,3.8649599436065995e-08
0.009218436873747494,1.209272674753195e-08,1.468517829423958e-06,3.996469819040669e-06,1.7189045068829575e-06,2.976644217387147e-07,4.1184721019284004e-08
0.009619238476953907,1.1134510429239815e-08,1.4300182566431894e-06,4.009009507538702e-06,1.772917450239543e-06,3.149880791139701e-07,4.399930905930615e-08
0.01002004008016032,1.0353258653509013e-08,1.4089679667998202e-06,4.025710389041299e-06,1.8342776125042682e-06,3.341579788142213e-07,4.7141738171962044e-08
0.010420841683366733,9.753692497274083e-09,1.4064718826482844e-06,4.054418466865304e-06,1.9069594447489556e-06,3.5595961722248814e-07,5.076517649798498e-08
0.010821643286573146,9.234359533282944e-09,1.406504242094981e-06,4.12564949830181e-06,2.0007243049282272e-06,3.8262426100946657e-07,5.5387269981217274e-08
0.011222444889779559,8.771335281624799e-09,1.406560965517101e-06,4.233676786044143e-06,2.1121189953787678e-06,4.137133675771496e-07,6.09686356747033e-08
0.011623246492985972,8.3555116359532e-09,1.4066351917951294e-06,4.367536828348081e-06,2.235936217504282e-06,4.484166719087501e-07,6.73883975415302e-08
0.012024048096192385,7.977780489921706e-09,1.4067200598095499e-06,4.516266123469403e-06,2.3669686727084726e-06,4.859239089874803e-07,7.45256795447852e-08
0.012424849699398798,7.62903373718387e-09,1.4068087084408462e-06,4.6689011696638856e-06,2.500009062395046e-06,5.254248137965534e-07,8.225960564755548e-08
0.01282565130260521,7.30016327139325e-09,1.4068942765695028e-06,4.814478465187308e-06,2.6298500879677033e-06,5.661091213191816e-07,9.046929981292821e-08
0.013226452905811623,6.9820609862034005e-09,1.4069699030760037e-06,4.94203450829545e-06,2.7512844508301507e-06,6.071665665385779e-07,9.903388600399065e-08
0.013627254509018036,6.665618775267876e-09,1.407028726840833e-06,5.040605797244088e-06,2.859104852386092e-06,6.477868844379547e-07,1.0783248818382993e-07
0.014028056112224449,6.3417285322402355e-09,1.4070638867444747e-06,5.099228830289002e-06,2.9481039940392304e-06,6.871598100005248e-07,1.1674423031553326e-07
