Time (h),BA_PVS_concentration_mmol_l,BA_outside_PVS_concentration_mmol_l,BA_peak_time_h,BA_lag_time_h,BA_FTA_time_h,MCA-L_PVS_concentration_mmol_l,MCA-L_outside_PVS_concentration_mmol_l,MCA-L_peak_time_h,MCA-L_lag_time_h,MCA-L_FTA_time_h,MCA-R_PVS_concentration_mmol_l,MCA-R_outside_PVS_concentration_mmol_l,MCA-R_peak_time_h,MCA-R_lag_time_h,MCA-R_FTA_time_h,MCA2-L_PVS_concentration_mmol_l,MCA2-L_outside_PVS_concentration_mmol_l,MCA2-L_peak_time_h,MCA2-L_lag_time_h,MCA2-L_FTA_time_h,MCA2-R_PVS_concentration_mmol_l,MCA2-R_outside_PVS_concentration_mmol_l,MCA2-R_peak_time_h,MCA2-R_lag_time_h,MCA2-R_FTA_time_h,ACA-A2_PVS_concentration_mmol_l,ACA-A2_outside_PVS_concentration_mmol_l,ACA-A2_peak_time_h,ACA-A2_lag_time_h,ACA-A2_FTA_time_h,ACA-A3_PVS_concentration_mmol_l,ACA-A3_outside_PVS_concentration_mmol_l,ACA-A3_peak_time_h,ACA-A3_lag_time_h,ACA-A3_FTA_time_h
6.766666666666667,0.007105414892863882,0.10408740644369574,,,,0.3747620507373934,1.9309649913424038,,,,0.14669777481602114,2.174245698154099,,,,1.4184005565432514,2.7888609012666494,,,,1.2322671780883137,2.5965180140052433,,,,1.522559482272033,2.954421327768746,,,,2.8863866012011843,5.965673881696518,,,
6.8,0.007037451439645186,0.1030515827537181,,,,0.3638819444875643,1.885617605350832,,,,0.14299604752632464,2.1397783414536318,,,,1.3853017871960986,2.751920313094923,,,,1.2115246156736812,2.571673747952568,,,,1.4909493276988106,2.9054993393492716,,,,2.842981794369827,5.921765661295688,,,
6.833333333333333,0.00697092540430601,0.10203932429184086,,,,0.35342939706685983,1.8414708480595754,,,,0.13944586351286312,2.106019993584643,,,,1.3530404352694612,2.714971785674186,,,,1.191179774498454,2.546748824091632,,,,1.460143067305299,2.8571752881037193,,,,2.800005897186837,5.87631678362898,,,
6.866666666666666,0.006905751953360857,0.10104924382930341,,,,0.34338457021941154,1.7984950949634286,,,,0.13603945582825377,2.0729551288274153,,,,1.3215958639774847,2.678035184950388,,,,1.1712250330783711,2.521755490490644,,,,1.430117683623384,2.809457465433668,,,,2.757455429074149,5.829372674023721,,,
6.9,0.006841853819844574,0.10008007348679467,,,,0.33372862077785975,1.7566611732125215,,,,0.1327694891954761,2.040568376638477,,,,1.2909478153018044,2.6411300321883937,,,,1.1516529720593829,2.4967057337144754,,,,1.4008508275742084,2.762353237086943,,,,2.715327433101774,5.780981165805545,,,
6.933333333333334,0.0067791606497902895,0.09913065458983913,,,,0.32444365179086043,1.7159403810063547,,,,0.1296290359298359,2.0088445429207935,,,,1.2610764201238671,2.604275478038276,,,,1.1324563636432872,2.471611279059596,,,,1.37232080822036,2.7158690753232104,,,,2.673619457345047,5.7311923288235525,,,
6.966666666666667,0.0067176084024302965,0.09819992835877692,,,,0.3155126655982576,1.6763045037167492,,,,0.1266115531347009,1.977768628689811,,,,1.2319622060133566,2.567490277741562,,,,1.113628161338509,2.446483590516651,,,,1.3445065810657717,2.6700105907145657,,,,2.632329532322422,5.680058290584476,,,
7.0,0.006657138799542727,0.09728692736176928,,,,0.3069195188400274,1.6377258270672372,,,,0.12371086111288276,1.9473258463328667,,,,1.203586102905489,2.530792767628416,,,,1.0951614900824207,2.4213338704973912,,,,1.317387735164358,2.624782563606401,,,,2.5914561451608256,5.627633051595112,,,
7.033333333333333,0.006597698819794229,0.0963907676659482,,,,0.2986488793757746,1.6001771476680733,,,,0.12092112293706084,1.9175016336493698,,,,1.175929446883576,2.4942008430326807,,,,1.0770496367733564,2.3961730593660757,,,,1.2909444792694644,2.580188975254007,,,,2.550998211089568,5.573972296451307,,,
7.066666666666666,0.006539240234314028,0.09551064162785644,,,,0.2906861850836695,1.563631781179782,,,,0.11823682512427434,1.888281665849079,,,,1.1489739822675713,2.457731937728843,,,,1.0592860412427223,2.3710118348176588,,,,1.265157627229635,2.5362330386419276,,,,2.510955042818197,5.519133202141735,,,
