Time (h),CSF_modelA_conc_mmol_l,CSF_LargePVSA_conc_mmol_l,CSF_modelA-strongVM_conc_mmol_l,CSF_LargePVS_conc_mmol_l,parenchyma_modelA_conc_mmol_l,parenchyma_LargePVSA_conc_mmol_l,parenchyma_modelA-strongVM_conc_mmol_l,parenchyma_LargePVS_conc_mmol_l,PVS_artery_modelA_conc_mmol_l,PVS_artery_LargePVSA_conc_mmol_l,PVS_artery_modelA-strongVM_conc_mmol_l,PVS_artery_LargePVS_conc_mmol_l,PVS_vein_modelA_conc_mmol_l,PVS_vein_LargePVSA_conc_mmol_l,PVS_vein_modelA-strongVM_conc_mmol_l,PVS_vein_LargePVS_conc_mmol_l
0.3333333333333333,0.08458174543198692,0.08458180913714487,0.08458162929725256,0.08458220492468221,0.00034228546654784767,0.00034224026685301766,0.00034228829434662146,0.00034222588907287195,2.571669283256891e-07,1.6919911633271822e-07,2.521645889231571e-07,1.6784794522082776e-07,1.7038689376512392e-07,1.4049338699972698e-07,1.7039913480121802e-07,1.4049790348515367e-07
0.36666666666666664,0.1014820301694636,0.1014820313946029,0.10148187121459319,0.10148253377059506,0.00043237216733821483,0.00043226311579151175,0.0004323756631548347,0.00043224553543616545,6.457151848598807e-07,4.2043848118317937e-07,6.318845607724447e-07,4.1697622575820866e-07,3.590755526522909e-07,2.930496479639627e-07,3.591095695883936e-07,2.9306249235584494e-07
0.4,0.11991493502901714,0.11991480133871422,0.11991472490912751,0.11991542619592774,0.0005355165960082151,0.0005352868955524606,0.0005355209537816289,0.0005352658295709079,1.502900035549031e-06,9.693880592841569e-07,1.4677056197599758e-06,9.611566796770827e-07,7.070367361478976e-07,5.714874238766529e-07,7.07126593581755e-07,5.715206365596659e-07
0.43333333333333335,0.1398799141457748,0.13987952430399622,0.139879644028433,0.13988028820331985,0.0006522643295134647,0.000651821687333736,0.0006522699222918778,0.0006517969149753369,3.2718538267717003e-06,2.0925358232817286e-06,3.1885793479455365e-06,2.0742259572033976e-06,1.3120514368618479e-06,1.050927837651264e-06,1.3122766170568415e-06,1.0510071894371273e-06
0.4666666666666667,0.1613763977279338,0.16137555793051903,0.16137605838585842,0.1613764780234854,0.0007831039162340996,0.0007823059196743793,0.0007831114661384837,0.0007822773311880346,6.712877566972705e-06,4.260731725798349e-06,6.528123878269123e-06,4.222353324576176e-06,2.3113066067944583e-06,1.8355370143595397e-06,2.3118418542651065e-06,1.8357142951063974e-06
0.5,0.18440377669280925,0.18440218905232433,0.18440335863994697,0.18440328299856798,0.0009284638662554538,0.0009271004349002503,0.0009284747335204078,0.000927068108082508,1.306333807827331e-05,8.235525016785673e-06,1.2676304945211142e-05,8.159258682835736e-06,3.888977185871103e-06,3.063598892981514e-06,3.89018557092072e-06,3.063972652256772e-06
0.5333333333333333,0.2089613853361428,0.20895860726111234,0.2089608790255745,0.20895989313657032,0.0010887103490951463,0.0010864835714659144,0.0010887269984370183,0.001086447886426016,2.4244498668591775e-05,1.5193472132411193e-05,2.3474410825013405e-05,1.504901968680559e-05,6.283181329622028e-06,4.911991415845044e-06,6.2857783723927056e-06,4.912740403263404e-06
0.5666666666666667,0.23504848203341952,0.23504387509704042,0.23504787813872838,0.2350453712877538,0.0012641460086963456,0.0012606478599529933,0.0012641727269983858,0.0012606096636197431,4.311680942885257e-05,2.68795053662711e-05,4.165407897307349e-05,2.6617521946183932e-05,9.792118804718315e-06,7.5999581529249954e-06,9.797447182939183e-06,7.601393078499752e-06
0.6,0.2626642280533814,0.2626568949161551,0.26266351785750025,0.2626586199919468,0.0014550101203038566,0.0014496986939238805,0.0014550540747032378,0.001449659526201052,7.378181366336028e-05,4.578858465969472e-05,7.111790442629494e-05,4.5331761586976064e-05,1.4779401042953033e-05,1.1392209611685756e-05,1.478986891041774e-05,1.1394850380051395e-05
0.6333333333333333,0.2918076646499048,0.29179637260283,0.29180684056723855,0.29179834516500586,0.001661480134118873,0.0016536550950438913,0.0016615528723670859,0.0016536174879396269,0.00012192537225875047,7.537290349823244e-05,0.00011725594300476682,7.460428327973465e-05,2.167874657967258e-05,1.660149656805282e-05,2.1698496967174882e-05,1.660618377112974e-05
0.6666666666666666,0.32247768869640236,0.32246077844532073,0.32247674495441536,0.32246301694349955,0.0018836744952270717,0.0018724524731256783,0.001883793999085033,0.0018724203325548644,0.00019519373321984438,0.00012027007318227445,0.0001872895608306504,0.00011901821350020051,3.0998311414102916e-05,2.3590851162714288e-05,3.103420439153886e-05,2.3598902259832955e-05
0.7,0.3546730272362468,0.354648305676494,0.3546719607420975,0.3546508281908847,0.0021216565113911868,0.0021059471067283193,0.0021218499175402815,0.0021059261840748146,0.0003035913619797155,0.00018654612457520613,0.0002906318253955673,0.00018456678185801897,4.332493487149123e-05,3.277568596169892e-05,4.338793684573807e-05,3.278910813594095e-05
0.7333333333333333,0.38839221143895963,0.38835682738554517,0.3883910228550115,0.38835965137422856,0.0023754389662404957,0.002353921950168446,0.0023757460669893327,0.002353920407273852,0.0004598875768835079,0.0002819459572085448,0.0004392521205697219,0.00027890002495756114,5.9328513629758265e-05,4.462588655033883e-05,5.943559823632097e-05,4.4647659598736064e-05
0.7666666666666667,0.42363355056690016,0.4235838527180106,0.4236322456161772,0.42358699473224026,0.0026449891452904237,0.0026160933112071016,0.002645466773109959,0.0026161223785024896,0.0006800179808675716,0.0004161431024940681,0.0006480319381288334,0.000411570606789475,7.976659191176253e-05,5.966794839807849e-05,7.99432637714526e-05,5.970239208707799e-05
0.8,0.460395106657778,0.46032648347409916,0.4603936976764438,0.46032995884994937,0.002930233951367239,0.0028921179363472307,0.0029309613374691713,0.00289219265971535,0.0009834664441133836,0.0006009803804256008,0.000935098820905816,0.0005942703973755988,0.00010548910553020936,7.848711559156267e-05,0.00010577266168195263,7.854035659635577e-05
0.8333333333333334,0.49867467070592436,0.49858137236917766,0.49867317845496456,0.49858519490962133,0.0032310648265294756,0.003181600078975747,0.003232150005297252,0.003181740146974477,0.0013936139203709393,0.0008506932123122534,0.001322126136418568,0.00084104962382105,0.0001374430735373951,0.00010172939729013092,0.00013788671836904398,0.00010180995106973366
0.8666666666666667,0.538469741161744,0.5383446843138001,0.5384681969028888,0.5383488659822843,0.003547342259985952,0.003484098198038671,0.0035489295693509008,0.003484328837674796,0.001938041587169774,0.001182107971105255,0.00183458765476341,0.0011685110128491821,0.00017667692014669903,0.00013010328147755685,0.0001773548495656642,0.0001302227641833669
