Time (h),BA_modelA-strongVM_PVS_concentration_mmol_l,BA_modelA-strongVM_outer_concentration_mmol_l,BA_modelB2-100_PVS_concentration_mmol_l,BA_modelB2-100_outer_concentration_mmol_l,MCA-R_modelA-strongVM_PVS_concentration_mmol_l,MCA-R_modelA-strongVM_outer_concentration_mmol_l,MCA-R_modelB2-100_PVS_concentration_mmol_l,MCA-R_modelB2-100_outer_concentration_mmol_l,MCA-L_modelA-strongVM_PVS_concentration_mmol_l,MCA-L_modelA-strongVM_outer_concentration_mmol_l,MCA-L_modelB2-100_PVS_concentration_mmol_l,MCA-L_modelB2-100_outer_concentration_mmol_l,ACA-A2_modelA-strongVM_PVS_concentration_mmol_l,ACA-A2_modelA-strongVM_outer_concentration_mmol_l,ACA-A2_modelB2-100_PVS_concentration_mmol_l,ACA-A2_modelB2-100_outer_concentration_mmol_l,ACA-A3_modelA-strongVM_PVS_concentration_mmol_l,ACA-A3_modelA-strongVM_outer_concentration_mmol_l,ACA-A3_modelB2-100_PVS_concentration_mmol_l,ACA-A3_modelB2-100_outer_concentration_mmol_l
0.3333333333333333,1.058892503392906e-05,0.0001993651482127417,0.0001148654359754,0.00013299910960828717,5.859536052479875e-09,9.112519724485682e-08,5.4409327485541404e-08,6.499310716911841e-08,2.1934124079622533e-11,1.7548291885539017e-12,-6.49899765543704e-13,-7.645248437879484e-13,2.6136638383855213e-13,3.198538001555662e-12,3.704690010367227e-12,5.223322221917436e-12,1.6353470629130883e-14,3.1691835930091676e-14,4.9694731076229057e-14,4.657180444312761e-14
0.36666666666666664,2.6117254315236165e-05,0.0004779370331091888,0.0002754666256684637,0.00031717212462217614,1.4529035564551465e-08,1.8962194770716186e-07,1.0973881471119573e-07,1.3089741961358185e-07,8.671754206840043e-11,7.210124617419862e-12,8.251024473457134e-13,1.5041822698322794e-13,8.893990229804444e-13,8.011233984169148e-12,8.823149118585632e-12,1.2281489709681533e-11,5.4584651932711296e-14,1.0207690517390453e-13,1.7866649301563316e-13,1.67640722312747e-13
0.4,5.97273091728837e-05,0.0010637496273512921,0.0006130416472686638,0.0007021635931954393,3.544853533273617e-08,3.670198728593713e-07,2.0390838790270128e-07,2.436524658813082e-07,3.1102206373842525e-10,2.679835727786784e-11,1.0918989010818604e-11,8.106710996505754e-12,2.6015019645327868e-12,1.826001290845439e-11,1.700484417272043e-11,2.4241649805988375e-11,1.6413548162959834e-13,2.955429389079447e-13,5.487280039444647e-13,5.158641223346087e-13
0.43333333333333335,0.00012773097819829713,0.0022170825154777933,0.001276930199539143,0.0014554291004746952,8.58544109434434e-08,6.656977046377107e-07,3.508377531025916e-07,4.2155256159946193e-07,1.0232748280349488e-09,9.120379720525205e-11,5.409930564327942e-11,4.421395685827527e-11,6.813420143871874e-12,3.7725408177916786e-11,2.2123954639832855e-11,3.5930651494984723e-11,4.493175729677858e-13,7.767424510138371e-13,1.4740413268810592e-12,1.3890503584891487e-12
0.4666666666666667,0.0002572838860591744,0.004358391854543148,0.0025073786050500728,0.002844914693646046,2.062776445956716e-07,1.1381968915346893e-06,5.611788296212804e-07,6.809708008945579e-07,3.116131514268688e-09,2.869695575734985e-10,2.061505303989659e-10,1.750628861921566e-10,1.639918230075749e-11,6.972039329696284e-11,-4.957653243406172e-12,1.8549888815356654e-11,1.1279662885259735e-12,1.8631946818619036e-12,3.4851473762999826e-12,3.2935267075826012e-12
0.5,0.0004911049194586695,0.008130792797597507,0.004669843045555217,0.005276216841893818,4.883657816380258e-07,1.8430292466510663e-06,8.383405047183291e-07,1.0318548094510024e-06,8.849149524250758e-09,8.413564483525197e-10,6.812408038163993e-10,5.912410504046909e-10,3.7035213033299226e-11,1.114072749201477e-10,-1.5806743034469932e-10,-1.2426778430317e-10,2.60885067218573e-12,4.083285544398351e-12,7.17112741663998e-12,6.8016001635364405e-12
0.5333333333333333,0.0008930276980180174,0.014470657451577032,0.008292726411607805,0.009333171114131768,1.129789022245312e-06,2.8365417662663363e-06,1.180310776529043e-06,1.4775172904379593e-06,2.358243625390207e-08,2.31356836513227e-09,2.042013323201702e-09,1.7982050459539083e-09,8.002507170133789e-11,1.3920811793817064e-10,-6.89136801325731e-10,-6.553120194122505e-10,5.570820375560392e-12,8.136477793772325e-12,1.22674148819218e-11,1.1701271452546502e-11
0.5666666666666667,0.0015540659312558878,0.02468172404348341,0.014105465659456638,0.01581851311756828,2.5360623567745354e-06,4.160755889561276e-06,1.6005772376220065e-06,2.0303322105348797e-06,5.9296539596102626e-08,6.000021158826776e-09,5.677923669194975e-09,5.053490890324398e-09,1.6873645841791513e-10,7.719182391407407e-11,-2.1997421598898425e-09,-2.206806433799912e-09,1.0973643414667547e-11,1.452106886764702e-11,1.4675031059747022e-11,1.4193983850573079e-11
0.6,0.0025985267359916794,0.04050677471890088,0.023073185655260217,0.02579055476910421,5.498604685306465e-06,5.8283268476163345e-06,2.193481147012106e-06,2.7658368143200757e-06,1.413415556360519e-07,1.474588633703201e-08,1.4838169757373985e-08,1.3315637156864672e-08,3.5378794437445394e-10,-2.638234217893712e-10,-6.006239883875571e-09,-6.167559860614418e-09,1.9846365213969455e-11,2.2326611942299332e-11,-1.4253437545492224e-12,-5.549497036930373e-13
0.6333333333333333,0.00418960492258693,0.06419027393772005,0.036423922792521095,0.040591642606861496,1.1489412454949936e-05,7.807554982773937e-06,3.286810463063412e-06,3.953717894398532e-06,3.207081529374724e-07,3.448690205302655e-08,3.6755825383061554e-08,3.320416876454215e-08,7.485263480175836e-10,-1.2928581580008656e-09,-1.4793870578356654e-08,-1.537626048307589e-08,3.258932322210888e-11,2.6237064385835055e-11,-8.198306774106075e-11,-7.586909729866653e-11
0.6666666666666666,0.00653385889694761,0.09852549537703909,0.05566476277623309,0.061864570371948105,2.312409666864247e-05,1.0012668973594173e-05,5.747506388775577e-06,6.325496751612749e-06,6.952604402084973e-07,7.703859953672989e-08,8.682183329620152e-08,7.886613805461202e-08,1.608978655341891e-09,-3.8097311073268e-09,-3.3726374142091035e-08,-3.529653983724859e-08,4.74520135464758e-11,1.0108180336768016e-11,-3.42384882475606e-10,-3.2093422174732436e-10
0.7,0.009884014395776995,0.14688058695454284,0.08258409099419564,0.09155405324247136,4.485476613414273e-05,1.2307220234526333e-05,1.1534062005616435e-05,1.1564677057172718e-05,1.444814968605849e-06,1.6491678653188964e-07,1.9644608483527983e-07,1.7928414625687847e-07,3.5057833069394896e-09,-9.256160822521673e-09,-7.223879717211488e-08,-7.591313935962811e-08,5.798291153379777e-11,-6.543776189881736e-11,-1.0456923319385436e-09,-9.85377817250379e-10
0.7333333333333333,0.01453966079868355,0.2131995881894876,0.11923838873057302,0.13189169184092214,8.395985562838013e-05,1.4531087615852589e-05,2.461912751703018e-05,2.3133611955482867e-05,2.88663927616363e-06,3.393200208081711e-07,4.2728526241768526e-07,3.9154689825136016e-07,7.67605176308237e-09,-2.0049576019061505e-08,-1.4680874469489948e-07,-1.5465839679034184e-07,4.9966842454150916e-11,-2.8502423104355735e-10,-2.7495214839429435e-09,-2.599610374578479e-09
0.7666666666666667,0.020845578908318663,0.30197639258616166,0.1679234348216633,0.1853643609336894,0.00015189684926756336,1.656390022335183e-05,5.243408022360788e-05,4.757886654088403e-05,5.559763183232201e-06,6.728294199784586e-07,8.960499655160869e-07,8.24059040789593e-07,1.6709392132203738e-08,-3.997164874206366e-08,-2.8506917611261454e-07,-3.007477251412039e-07,3.9114829866107523e-13,-8.147119442161485e-10,-6.56820083195079e-09,-6.2258611109373115e-09
