SAS_bin_center,SAS_relative_frequency,SAS_mean_R,V3_V4_bin_center,V3_V4_relative_frequency,V3_V4_mean_R
0.12459477789103054,0.01784067196368344,0.05478472607417569,0.12459477789103054,0.32218862646333835,0.35084135610109324
0.1858823956632741,0.010178238358238945,,0.1858823956632741,0.22032299351665957,
0.27731712036709183,0.006745644270327311,,0.27731712036709183,0.09114591296176777,
0.41372817998326794,0.00604182554652255,,0.41372817998326794,0.060172000026797234,
0.6172392338622436,0.006478336045828481,,0.6172392338622436,0.0713596205443422,
0.9208564711116785,0.006943949913378544,,0.9208564711116785,0.0825874648267707,
1.3738216786418767,0.0043051063076798846,,1.3738216786418767,0.02084633329728114,
2.0495984596034704,0.0021991574493552823,,2.0495984596034704,0.00966427681148574,
3.0577868371983845,0.0009660954941914657,,3.0577868371983845,0.007240302675066035,
4.561898599178605,0.0005910985899947319,,4.561898599178605,0.006560490447904521,
6.805876255342628,0.00023697075315343152,,6.805876255342628,0.0,
10.153656552422442,1.1960454210813154e-05,,10.153656552422442,0.0,
15.148195106195178,0.0,,15.148195106195178,0.0,
22.599524987932497,0.0,,22.599524987932497,0.0,
33.71613093835239,0.0,,33.71613093835239,0.0,
50.300945973826,0.0,,50.300945973826,0.0,
75.04375785252554,0.0,,75.04375785252554,0.0,
111.95744898234847,0.0,,111.95744898234847,0.0,
167.02882080169337,0.0,,167.02882080169337,0.0,
