Time (h),CSF mean concentration (mmol/l),PAR mean concentration (mmol/l),PVS art. mean concentration (mmol/l),PVS vein mean concentration (mmol/l),PVS cont. mean concentration (mmol/l)
0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.0015407355586280422,2.288463743438917e-06,2.51477348580783e-13,5.355255842979396e-13,7.613426274584428e-35
0.06666666666666667,0.004620925582514569,8.608080610973088e-06,5.134536510908873e-12,8.660711557215868e-12,1.618068894872432e-33
0.1,0.009239527534151958,2.0377105236061176e-05,5.332289164799049e-11,7.152147780710593e-11,1.7740010020877487e-32
0.13333333333333333,0.015395654109977291,3.880266236540436e-05,3.7583115072076583e-10,4.026552830765262e-10,1.3396716702551897e-31
0.16666666666666666,0.023088525277417015,6.494593638389323e-05,2.0238108660663693e-09,1.7407361453762667e-09,7.8413667250634e-31
0.2,0.03231743839050074,9.976260522469768e-05,8.886376483370776e-09,6.171161540711781e-09,3.791027534147561e-30
0.23333333333333334,0.04308174850772496,0.0001441290435144819,3.315994228936469e-08,1.8708164224478267e-08,1.5739414197217777e-29
0.26666666666666666,0.055380854646769895,0.0001988597901082006,1.082128719554442e-07,4.9933065925853306e-08,5.757158775826618e-29
0.3,0.06921418927692535,0.00026471948000334687,3.154010973688624e-07,1.1988890131621662e-07,1.8886068468235349e-28
0.3333333333333333,0.08458120909316098,0.0003424312446620397,8.344028744736419e-07,2.6325968096925556e-07,5.628822729456702e-28
0.36666666666666664,0.10148138550952283,0.0004326828851042856,2.0293813555805177e-06,5.356665484022961e-07,1.5393146934716846e-27
0.4,0.11991419357377585,0.0005361316733675116,4.584861415532641e-06,1.0207564978930714e-06,3.8929574093577234e-27
0.43333333333333335,0.1398790982577926,0.0006534083327666506,9.704769683708724e-06,1.8376884591743873e-06,9.163777860353169e-27
0.4666666666666667,0.1613755373811504,0.0007851205350603763,1.938511488924084e-05,3.1486495341909904e-06,2.0186858408327922e-26
0.5,0.18440290079955482,0.0009318561057763228,3.676530881899636e-05,5.166141946832541e-06,4.18093111186607e-26
0.5333333333333333,0.2089605059194634,0.0010941860300348492,6.655577194842912e-05,8.159930443766777e-06,8.173517672394637e-26
0.5666666666666667,0.2350475700449099,0.0012726672873655954,0.00011553131645068295,1.2463688276571183e-05,1.5133494421400211e-25
0.6,0.2626631804675317,0.0014678455053533468,0.00019307212806277677,1.848149319912481e-05,2.6612026508146345e-25
0.6333333333333333,0.29180626352519734,0.0016802574010948905,0.0003117281409131465,2.6694382368849927e-05,4.454361146714436e-25
0.6666666666666666,0.3224755540417546,0.0019104329711468076,0.00048777902562776096,3.7667170201636534e-05,7.107932424537085e-25
0.7,0.3546695666056564,0.0021588973912856605,0.0007417612234650453,5.205567197132226e-05,1.0821915968380558e-24
0.7333333333333333,0.38838657005577387,0.0024261725944395318,0.0010989353208426017,7.061437327022541e-05,1.5718090136506249e-24
0.7666666666666667,0.4236245663431775,0.0027127785065998744,0.001589671071250295,9.420446187505381e-05,2.1745799651057177e-24
0.8,0.4603812746630785,0.0030192339346222213,0.002249732835116038,0.00012380201637287046,2.8554843021145457e-24
0.8333333333333334,0.49865412143765303,0.003346057114930409,0.0031204543799851553,0.00016050604553943603,3.5338066848227165e-24
0.8666666666666667,0.5384402364108307,0.003693765946709233,0.004248798201389994,0.0002055460095118339,4.065197747750462e-24
0.9,0.5797364548183047,0.0040628779459081985,0.005687300279264479,0.0002602884369885087,4.223036913210101e-24
0.9333333333333333,0.6225393253340643,0.004453909966316739,0.007493906139840664,0.00032624228322970724,3.6813211814675594e-24
0.9666666666666667,0.6668451232824166,0.004867377740521578,0.00973170807164242,0.00040506274586926753,2.0020325553496735e-24
1.0,0.7126498684424254,0.005303795296578619,0.012468596293493056,0.0004985533586945429,-1.369388514322989e-24
1.0333333333333334,0.7568678755445218,0.005759097378417787,0.015776838823405227,0.000608666302901975,-7.09627610311337e-24
1.0666666666666667,0.7994972832696766,0.006230307253465966,0.019732605826318327,0.0007375009901727973,-1.5926106759245425e-23
1.1,0.8405355705117251,0.006715093395232608,0.02441545440680626,0.000887301051630888,-2.8644282321134033e-23
1.1333333333333333,0.8799797509546955,0.0072115423057693435,0.02990778919177347,0.0010604498758494932,-4.6001745454853976e-23
1.1666666666666667,0.9178264973941863,0.007718027671421974,0.036294312537094975,0.0012594647598060458,-6.861230819585295e-23
1.2,0.9540722296456513,0.008233129156850268,0.043661475561321494,0.0014869895974936537,-9.681637886513716e-23
1.2333333333333334,0.9887131811697121,0.008755579804566533,0.05209693713299673,0.0017457859113174752,-1.3050891347454285e-22
1.2666666666666666,1.0217454524309597,0.009284231059952042,0.061689032179991984,0.0020387220262440505,-1.6893085853766328e-22
1.3,1.0531650559829446,0.009818029026373565,0.07252624338801225,0.002368760348231431,-2.104250281943786e-22
1.3333333333333333,1.0829679569033486,0.01035599794239374,0.08469666227438656,0.0027389430082729203,-2.521591779286379e-22
1.3666666666666667,1.1111501115166262,0.01089722826901144,0.09828741819957873,0.003152376471455331,-2.8982088611602367e-22
1.4,1.137707506914834,0.011440867669996732,0.1133840489680921,0.003612215964418007,-3.17290604479257e-22
1.4333333333333333,1.1626362033630413,0.0119861137772519,0.130069786031806,0.004121650655813207,-3.2630075465961126e-22
1.4666666666666666,1.1859323811411002,0.012532208056921358,0.14842473201356302,0.004683890409682416,-3.0608990117790387e-22
1.5,1.2075923926791692,0.013078430385402665,0.1685249182712306,0.005302154661457435,-2.430617103539301e-22
1.5333333333333334,1.2276128200241052,0.01362409414211519,0.19044124426638817,0.005979663618908045,-1.2045853311614889e-22
1.5666666666666667,1.2459905368100461,0.014168541753665238,0.21423831639865198,0.0067196316510843455,8.194100238443768e-23
1.6,1.2627227731087107,0.014711140701310552,0.23997321913512382,0.007525262466142282,3.880920065986028e-22
1.6333333333333333,1.2778071809083578,0.015251280045196559,0.26769426333914087,0.008399745535401442,8.259140392099153e-22
1.6666666666666667,1.291241897591203,0.015788367535061135,0.2974397640227559,0.009346253208597876,1.4274773925483642e-21
1.7,1.303025604673717,0.016321827375198526,0.3292369016064775,0.010367938071732372,2.2291417649842417e-21
1.7333333333333334,1.313157579239605,0.016851098696564457,0.3631007174032856,0.011467930293384908,3.271646040174231e-21
1.7666666666666666,1.3216377358727918,0.01737563476501196,0.3990332864134303,0.01264933494596485,4.600149570040929e-21
1.8,1.3284666574281787,0.01789490292524776,0.43702309999354433,0.013915229529590711,6.264226681383538e-21
1.8333333333333333,1.333645613587637,0.018408385248799192,0.47704467901026315,0.01526866212636415,8.31781699132914e-21
1.8666666666666667,1.337176566765351,0.01891557982395057,0.5190584260124955,0.016712650739683352,1.0819134481297932e-20
1.9,1.3390621655113075,0.0194160025991679,0.5630107137653024,0.01825018440877909,1.3830538150420324e-20
1.9333333333333333,1.339305726069025,0.019909189670884706,0.6088341978476413,0.019884226629879084,1.7418366501696206e-20
1.9666666666666666,1.3379112031576268,0.02039469989289256,0.656448333277957,0.02161772147325066,2.1652737201333045e-20
2.0,1.3348831513647739,0.020872117678376313,0.7057600694017626,0.02345360258126962,2.6607312118914356e-20
2.033333333333333,1.3317674143070357,0.021343344330235863,0.7566646934953315,0.02539480499445523,3.2359026751910526e-20
2.066666666666667,1.3285683199501632,0.021809766612935422,0.8090467915525686,0.027444279511835822,3.898778192506295e-20
2.1,1.3252908790294349,0.022272480736102822,0.8627812943329287,0.029605009083601953,4.657609479845378e-20
2.1333333333333333,1.3219406423360935,0.0227324080431473,0.917734577767753,0.03188002659048762,5.520870577156481e-20
2.1666666666666665,1.3185235923685772,0.023190362247118044,0.9737655891146454,0.034272433304232255,6.497213796160465e-20
2.2,1.3150460535275734,0.0236470915138633,1.0307269737476579,0.036785417336905615,7.595420664774892e-20
2.2333333333333334,1.3115146142451028,0.024103305874693542,1.088466182159406,0.03942227143366304,8.824347743778945e-20
2.2666666666666666,1.3079360578397516,0.02455969543667332,1.1468265425699922,0.042186409492224484,1.0192867389456905e-19
2.3,1.3043173002269033,0.025016942577155282,1.2056482912482553,0.04508138117058331,1.1709803785443013e-19
2.3333333333333335,1.300665333135306,0.025475730124595936,1.2647695597176478,0.04811088387885887,1.3383864851554085e-19
2.3666666666666667,1.2969871716590902,0.025936746837166985,1.3240273245856677,0.05127877138416466,1.522357093587652e-19
2.4,1.29328980504531,0.026400691048788515,1.3832583307674298,0.054589058242749254,1.7237181484614565e-19
2.433333333333333,1.2895801496983426,0.02686827305211703,1.4423000014103404,0.058045919349642566,1.9432621137292705e-19
